time,latitude,longitude,CRW_DHW,CRW_SST
2003-09-01T12:00:00Z,17.975,-67.075,0.0,29.09
2003-10-02T12:00:00Z,17.975,-67.075,0.51,29.69
2003-11-02T12:00:00Z,17.975,-67.075,0.98,29.47
2003-12-03T12:00:00Z,17.975,-67.075,0.98,28.11
2004-01-03T12:00:00Z,17.975,-67.075,0.0,27.03
2004-02-03T12:00:00Z,17.975,-67.075,0.0,26.62
2004-03-05T12:00:00Z,17.975,-67.075,0.0,26.51
2004-04-05T12:00:00Z,17.975,-67.075,0.0,27.07
2004-05-06T12:00:00Z,17.975,-67.075,0.0,27.21
2004-06-06T12:00:00Z,17.975,-67.075,0.0,27.82
2004-07-07T12:00:00Z,17.975,-67.075,0.0,28.72
2004-08-07T12:00:00Z,17.975,-67.075,0.0,28.48
2004-09-07T12:00:00Z,17.975,-67.075,0.0,29.34
2004-10-08T12:00:00Z,17.975,-67.075,0.0,29.42
2004-11-08T12:00:00Z,17.975,-67.075,0.3,28.900000000000002
2004-12-09T12:00:00Z,17.975,-67.075,0.3,27.2
2005-01-09T12:00:00Z,17.975,-67.075,0.0,26.43
2005-02-09T12:00:00Z,17.975,-67.075,0.0,25.84
2005-03-12T12:00:00Z,17.975,-67.075,0.0,26.6
2005-04-12T12:00:00Z,17.975,-67.075,0.0,27.94
2005-05-13T12:00:00Z,17.975,-67.075,0.0,28.18
2005-06-13T12:00:00Z,17.975,-67.075,0.0,28.54
2005-07-14T12:00:00Z,17.975,-67.075,0.0,28.92
2005-08-14T12:00:00Z,17.975,-67.075,0.0,29.5
2005-09-14T12:00:00Z,17.975,-67.075,1.31,30.19
2005-10-15T12:00:00Z,17.975,-67.075,5.74,29.34
2005-11-15T12:00:00Z,17.975,-67.075,5.74,28.76
2005-12-16T12:00:00Z,17.975,-67.075,2.67,27.62
2006-01-16T12:00:00Z,17.975,-67.075,0.0,26.85
2006-02-16T12:00:00Z,17.975,-67.075,0.0,26.400000000000002
2006-03-19T12:00:00Z,17.975,-67.075,0.0,26.55
2006-04-19T12:00:00Z,17.975,-67.075,0.0,27.310000000000002
2006-05-20T12:00:00Z,17.975,-67.075,0.0,28.18
2006-06-20T12:00:00Z,17.975,-67.075,0.0,29.05
2006-07-21T12:00:00Z,17.975,-67.075,0.0,28.45
2006-08-21T12:00:00Z,17.975,-67.075,0.0,29.02
2006-09-21T12:00:00Z,17.975,-67.075,0.0,29.63
2006-10-22T12:00:00Z,17.975,-67.075,0.62,29.45
2006-11-22T12:00:00Z,17.975,-67.075,0.62,28.59
2006-12-23T12:00:00Z,17.975,-67.075,0.0,27.64
2007-01-23T12:00:00Z,17.975,-67.075,0.0,27.03
2007-02-23T12:00:00Z,17.975,-67.075,0.0,26.77
2007-03-26T12:00:00Z,17.975,-67.075,0.0,27.060000000000002
2007-04-26T12:00:00Z,17.975,-67.075,0.0,28.02
2007-05-27T12:00:00Z,17.975,-67.075,0.0,29.02
2007-06-27T12:00:00Z,17.975,-67.075,0.0,28.5
2007-07-28T12:00:00Z,17.975,-67.075,0.0,28.810000000000002
2007-08-28T12:00:00Z,17.975,-67.075,0.0,28.87
2007-09-28T12:00:00Z,17.975,-67.075,0.0,29.17
2007-10-29T12:00:00Z,17.975,-67.075,0.0,28.36
2007-11-29T12:00:00Z,17.975,-67.075,0.0,27.66
2007-12-30T12:00:00Z,17.975,-67.075,0.0,26.92
2008-01-30T12:00:00Z,17.975,-67.075,0.0,26.59
2008-03-01T12:00:00Z,17.975,-67.075,0.0,26.23
2008-04-01T12:00:00Z,17.975,-67.075,0.0,26.28
2008-05-02T12:00:00Z,17.975,-67.075,0.0,27.240000000000002
2008-06-02T12:00:00Z,17.975,-67.075,0.0,27.47
2008-07-03T12:00:00Z,17.975,-67.075,0.0,28.19
2008-08-03T12:00:00Z,17.975,-67.075,0.0,28.78
2008-09-03T12:00:00Z,17.975,-67.075,0.0,29.59
2008-10-04T12:00:00Z,17.975,-67.075,0.0,29.25
2008-11-04T12:00:00Z,17.975,-67.075,0.0,28.66
2008-12-05T12:00:00Z,17.975,-67.075,0.0,27.51
2009-01-05T12:00:00Z,17.975,-67.075,0.0,26.63
2009-02-05T12:00:00Z,17.975,-67.075,0.0,26.37
2009-03-08T12:00:00Z,17.975,-67.075,0.0,25.810000000000002
2009-04-08T12:00:00Z,17.975,-67.075,0.0,26.39
2009-05-09T12:00:00Z,17.975,-67.075,0.0,27.02
2009-06-09T12:00:00Z,17.975,-67.075,0.0,27.86
2009-07-10T12:00:00Z,17.975,-67.075,0.0,28.84
2009-08-10T12:00:00Z,17.975,-67.075,0.0,28.94
2009-09-10T12:00:00Z,17.975,-67.075,0.0,29.34
2009-10-11T12:00:00Z,17.975,-67.075,0.0,29.52
2009-11-11T12:00:00Z,17.975,-67.075,0.0,28.88
2009-12-12T12:00:00Z,17.975,-67.075,0.0,28.19
2010-01-12T12:00:00Z,17.975,-67.075,0.0,27.42
2010-02-12T12:00:00Z,17.975,-67.075,0.0,27.01
2010-03-15T12:00:00Z,17.975,-67.075,0.0,27.6
2010-04-15T12:00:00Z,17.975,-67.075,0.0,27.580000000000002
2010-05-16T12:00:00Z,17.975,-67.075,0.0,28.88
2010-06-16T12:00:00Z,17.975,-67.075,0.0,29.400000000000002
2010-07-17T12:00:00Z,17.975,-67.075,0.0,29.29
2010-08-17T12:00:00Z,17.975,-67.075,0.98,29.93
2010-09-17T12:00:00Z,17.975,-67.075,4.36,29.6
2010-10-18T12:00:00Z,17.975,-67.075,5.0,29.69
2010-11-18T12:00:00Z,17.975,-67.075,3.47,28.61
2010-12-19T12:00:00Z,17.975,-67.075,0.44,27.400000000000002
2011-01-19T12:00:00Z,17.975,-67.075,0.0,26.52
2011-02-19T12:00:00Z,17.975,-67.075,0.0,26.55
2011-03-22T12:00:00Z,17.975,-67.075,0.0,26.46
2011-04-22T12:00:00Z,17.975,-67.075,0.0,27.38
2011-05-23T12:00:00Z,17.975,-67.075,0.0,27.490000000000002
2011-06-23T12:00:00Z,17.975,-67.075,0.0,29.21
2011-07-24T12:00:00Z,17.975,-67.075,0.0,28.86
2011-08-24T12:00:00Z,17.975,-67.075,0.0,28.86
2011-09-24T12:00:00Z,17.975,-67.075,0.77,29.19
2011-10-25T12:00:00Z,17.975,-67.075,1.4000000000000001,29.35
2011-11-25T12:00:00Z,17.975,-67.075,1.4000000000000001,28.54
2011-12-26T12:00:00Z,17.975,-67.075,0.0,27.53
2012-01-26T12:00:00Z,17.975,-67.075,0.0,26.85
2012-02-26T12:00:00Z,17.975,-67.075,0.0,26.6
2012-03-28T12:00:00Z,17.975,-67.075,0.0,26.84
2012-04-28T12:00:00Z,17.975,-67.075,0.0,27.57
2012-05-29T12:00:00Z,17.975,-67.075,0.0,28.3
2012-06-29T12:00:00Z,17.975,-67.075,0.0,28.93
2012-07-30T12:00:00Z,17.975,-67.075,0.0,28.87
2012-08-30T12:00:00Z,17.975,-67.075,0.0,28.68
2012-09-30T12:00:00Z,17.975,-67.075,0.93,29.51
2012-10-31T12:00:00Z,17.975,-67.075,1.08,29.38
2012-12-01T12:00:00Z,17.975,-67.075,1.08,28.77
2013-01-01T12:00:00Z,17.975,-67.075,0.0,27.490000000000002
2013-02-01T12:00:00Z,17.975,-67.075,0.0,26.830000000000002
2013-03-04T12:00:00Z,17.975,-67.075,0.0,26.52
2013-04-04T12:00:00Z,17.975,-67.075,0.0,26.93
2013-05-05T12:00:00Z,17.975,-67.075,0.0,28.3
2013-06-05T12:00:00Z,17.975,-67.075,0.0,27.44
2013-07-06T12:00:00Z,17.975,-67.075,0.0,28.2
2013-08-06T12:00:00Z,17.975,-67.075,0.0,28.830000000000002
2013-09-06T12:00:00Z,17.975,-67.075,0.0,29.060000000000002
2013-10-07T12:00:00Z,17.975,-67.075,0.43,29.52
2013-11-07T12:00:00Z,17.975,-67.075,0.43,28.75
2013-12-08T12:00:00Z,17.975,-67.075,0.43,27.61
2014-01-08T12:00:00Z,17.975,-67.075,0.0,26.810000000000002
2014-02-08T12:00:00Z,17.975,-67.075,0.0,26.44
2014-03-11T12:00:00Z,17.975,-67.075,0.0,26.41
2014-04-11T12:00:00Z,17.975,-67.075,0.0,27.03
2014-05-12T12:00:00Z,17.975,-67.075,0.0,27.42
2014-06-12T12:00:00Z,17.975,-67.075,0.0,27.52
2014-07-13T12:00:00Z,17.975,-67.075,0.0,28.13
2014-08-13T12:00:00Z,17.975,-67.075,0.0,28.32
2014-09-13T12:00:00Z,17.975,-67.075,0.0,28.84
2014-10-14T12:00:00Z,17.975,-67.075,0.0,29.2
2014-11-14T12:00:00Z,17.975,-67.075,0.0,28.62
2014-12-15T12:00:00Z,17.975,-67.075,0.0,27.64
2015-01-15T12:00:00Z,17.975,-67.075,0.0,26.67
2015-02-15T12:00:00Z,17.975,-67.075,0.0,26.830000000000002
2015-03-18T12:00:00Z,17.975,-67.075,0.0,26.490000000000002
2015-04-18T12:00:00Z,17.975,-67.075,0.0,26.97
2015-05-19T12:00:00Z,17.975,-67.075,0.0,27.52
2015-06-19T12:00:00Z,17.975,-67.075,0.0,27.71
2015-07-20T12:00:00Z,17.975,-67.075,0.0,27.91
2015-08-20T12:00:00Z,17.975,-67.075,0.0,28.63
2015-09-20T12:00:00Z,17.975,-67.075,0.0,29.150000000000002
2015-10-21T12:00:00Z,17.975,-67.075,0.29,29.66
2015-11-21T12:00:00Z,17.975,-67.075,0.29,28.37
2015-12-22T12:00:00Z,17.975,-67.075,0.0,27.48
2016-01-22T12:00:00Z,17.975,-67.075,0.0,27.3
2016-02-22T12:00:00Z,17.975,-67.075,0.0,26.86
2016-03-24T12:00:00Z,17.975,-67.075,0.0,27.330000000000002
2016-04-24T12:00:00Z,17.975,-67.075,0.0,27.43
2016-05-25T12:00:00Z,17.975,-67.075,0.0,27.95
2016-06-25T12:00:00Z,17.975,-67.075,0.0,28.23
2016-07-26T12:00:00Z,17.975,-67.075,0.0,29.1
2016-08-26T12:00:00Z,17.975,-67.075,0.0,29.52
2016-09-26T12:00:00Z,17.975,-67.075,0.31,29.900000000000002
2016-10-27T12:00:00Z,17.975,-67.075,0.6,29.23
2016-11-27T12:00:00Z,17.975,-67.075,0.6,28.87
2016-12-28T12:00:00Z,17.975,-67.075,0.0,27.580000000000002
2017-01-28T12:00:00Z,17.975,-67.075,0.0,26.900000000000002
2017-02-28T12:00:00Z,17.975,-67.075,0.0,27.12
2017-03-31T12:00:00Z,17.975,-67.075,0.0,27.080000000000002
2017-05-01T12:00:00Z,17.975,-67.075,0.0,27.330000000000002
2017-06-01T12:00:00Z,17.975,-67.075,0.0,28.59
2017-07-02T12:00:00Z,17.975,-67.075,0.0,28.740000000000002
2017-08-02T12:00:00Z,17.975,-67.075,0.0,29.46
2017-09-02T12:00:00Z,17.975,-67.075,0.3,29.34
2017-10-03T12:00:00Z,17.975,-67.075,0.97,28.89
2017-11-03T12:00:00Z,17.975,-67.075,0.8200000000000001,28.84
2017-12-04T12:00:00Z,17.975,-67.075,0.15,28.490000000000002
2018-01-04T12:00:00Z,17.975,-67.075,0.0,27.27
2018-02-04T12:00:00Z,17.975,-67.075,0.0,26.52
2018-03-07T12:00:00Z,17.975,-67.075,0.0,26.25
2018-04-07T12:00:00Z,17.975,-67.075,0.0,27.41
2018-05-08T12:00:00Z,17.975,-67.075,0.0,27.490000000000002
2018-06-08T12:00:00Z,17.975,-67.075,0.0,28.22
2018-07-09T12:00:00Z,17.975,-67.075,0.0,28.2
2018-08-09T12:00:00Z,17.975,-67.075,0.0,28.240000000000002
2018-09-09T12:00:00Z,17.975,-67.075,0.0,29.080000000000002
2018-10-10T12:00:00Z,17.975,-67.075,0.0,28.85
2018-11-10T12:00:00Z,17.975,-67.075,0.0,28.650000000000002
2018-12-11T12:00:00Z,17.975,-67.075,0.0,27.560000000000002
2019-01-11T12:00:00Z,17.975,-67.075,0.0,26.580000000000002
2019-02-11T12:00:00Z,17.975,-67.075,0.0,26.650000000000002
2019-03-14T12:00:00Z,17.975,-67.075,0.0,26.53
2019-04-14T12:00:00Z,17.975,-67.075,0.0,27.04
2019-05-15T12:00:00Z,17.975,-67.075,0.0,27.54
2019-06-15T12:00:00Z,17.975,-67.075,0.0,28.54
2019-07-16T12:00:00Z,17.975,-67.075,0.0,28.560000000000002
2019-08-16T12:00:00Z,17.975,-67.075,0.0,29.07
2019-09-16T12:00:00Z,17.975,-67.075,1.03,29.93
2019-10-17T12:00:00Z,17.975,-67.075,2.22,29.69
2019-11-17T12:00:00Z,17.975,-67.075,2.56,28.95
2019-12-18T12:00:00Z,17.975,-67.075,1.21,27.96
2020-01-18T12:00:00Z,17.975,-67.075,0.0,27.22
2020-02-18T12:00:00Z,17.975,-67.075,0.0,27.04
2020-03-20T12:00:00Z,17.975,-67.075,0.0,27.14
2020-04-20T12:00:00Z,17.975,-67.075,0.0,28.29
2020-05-21T12:00:00Z,17.975,-67.075,0.0,28.240000000000002
2020-06-21T12:00:00Z,17.975,-67.075,0.0,29.11
2020-07-22T12:00:00Z,17.975,-67.075,0.0,29.35
2020-08-22T12:00:00Z,17.975,-67.075,0.31,29.900000000000002
2020-09-22T12:00:00Z,17.975,-67.075,2.14,30.18
2020-10-23T12:00:00Z,17.975,-67.075,3.86,29.52
2020-11-23T12:00:00Z,17.975,-67.075,3.54,28.07
2020-12-24T12:00:00Z,17.975,-67.075,0.0,27.66
2021-01-24T12:00:00Z,17.975,-67.075,0.0,26.95
2021-02-24T12:00:00Z,17.975,-67.075,0.0,26.51
2021-03-27T12:00:00Z,17.975,-67.075,0.0,26.92
2021-04-27T12:00:00Z,17.975,-67.075,0.0,27.44
2021-05-28T12:00:00Z,17.975,-67.075,0.0,28.310000000000002
2021-06-28T12:00:00Z,17.975,-67.075,0.0,28.34
2021-07-29T12:00:00Z,17.975,-67.075,0.0,29.060000000000002
2021-08-29T12:00:00Z,17.975,-67.075,0.0,28.88
2021-09-29T12:00:00Z,17.975,-67.075,2.2600000000000002,30.32
2021-10-30T12:00:00Z,17.975,-67.075,3.85,29.36
2021-11-30T12:00:00Z,17.975,-67.075,3.85,28.42
2021-12-31T12:00:00Z,17.975,-67.075,0.79,27.27
2022-01-31T12:00:00Z,17.975,-67.075,0.0,26.900000000000002
2022-03-03T12:00:00Z,17.975,-67.075,0.0,27.080000000000002
